estimator_type,n_features,trajectory_length,process_variance,measurement_variance,loss_name,loss_in_dB,loss_std_in_dB,state_loss_in_dB,state_loss_std_in_dB,data_config,training_config,data_name,model_name,time,train_random_variance,test_random_variance
KalmanNetNN,1,10000,0.0001,0.1,posMSE,-15.369911116001848,0.0,[-15.36991112  -6.14976897 -13.31455493 -19.24035573],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-4_ri', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:22:00,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,0.1,defMSE,-11.396798335791186,0.0,[-15.35205428  -6.56564773 -16.03282421 -18.12920534],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:22:22,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,0.1,velMSE,-6.565647729928251,0.0,[-15.35205428  -6.56564773 -16.03282421 -18.12920534],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:22:44,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,0.1,posMSE,-15.352054284024286,0.0,[-15.35205428  -6.56564773 -16.03282421 -18.12920534],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-1_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:23:05,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,0.01,defMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1e-2_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=None)","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:23:27,None,None
KalmanNetNN,1,10000,0.0001,0.01,velMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1e-2_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=None)","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:23:49,None,None
KalmanNetNN,1,10000,0.0001,0.01,posMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1e-2_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06, random_variance=None)","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:24:10,None,None
KalmanNetNN,1,10000,0.0001,0.01,defMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1e-2_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05, random_variance=None)","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:24:32,None,None
KalmanNetNN,1,10000,0.0001,0.01,velMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1e-2_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05, random_variance=None)","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:24:54,None,None
KalmanNetNN,1,10000,0.0001,0.01,posMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1e-2_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05, random_variance=None)","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:25:15,None,None
KalmanNetNN,1,10000,0.0001,0.01,defMSE,-20.149548952584688,0.0,[-24.90260242 -15.27837424 -24.73010242 -26.22038511],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-2_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_lr5e-4_ri', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:25:37,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,0.01,velMSE,-15.278374241350807,0.0,[-24.90260242 -15.27837424 -24.73010242 -26.22038511],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-2_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_lr5e-4_ri', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:25:59,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,0.01,posMSE,-24.90260241920639,0.0,[-24.90260242 -15.27837424 -24.73010242 -26.22038511],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-2_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_lr5e-4_ri', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:26:20,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,0.01,defMSE,-19.63821166314387,0.0,[-24.77333308 -14.93368587 -23.00602167 -25.18708369],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-2_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:26:42,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,0.01,velMSE,-14.933685871406709,0.0,[-24.77333308 -14.93368587 -23.00602167 -25.18708369],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-2_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:27:04,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,0.01,posMSE,-24.77333308112401,0.0,[-24.77333308 -14.93368587 -23.00602167 -25.18708369],[0. 0. 0. 0.],"DataConfig(config_name='default_r1e-2_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_velMSE_ri', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05, random_variance=[4, 4, 1, 1])","data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:27:25,"[4, 4, 1, 1]",None
KalmanNetNN,1,10000,0.0001,0.001,defMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1e-3_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-4', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=None)","data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:27:47,None,None
KalmanNetNN,1,10000,0.0001,0.001,velMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1e-3_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-4', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=None)","data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:28:09,None,None
KalmanNetNN,1,10000,0.0001,0.001,posMSE,,,[nan nan nan nan],[nan nan nan nan],"DataConfig(config_name='default_r1e-3_longtest', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[1,10000]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sampling_time=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=500, trajectory_length=100), val_set=DataSetConfig(batch_size=100, trajectory_length=100), test_set=DataSetConfig(batch_size=1, trajectory_length=10000))","TrainingConfig(config_name='default_wd1e-4', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001, random_variance=None)","data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[1,10000]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_data_sr1e-01_q1e-04_r1e-03_j5_train[500,100]_val[100,100]_test[100,100]",2023-01-23T12:28:31,None,None
