estimator_type,n_features,trajectory_length,process_variance,measurement_variance,loss_name,loss_in_dB,loss_std_in_dB,state_loss_in_dB,state_loss_std_in_dB,data_config,training_config,data_name,model_name,time,train_random_variance,test_random_variance
KalmanNetNN,1,250,0.0001,0.1,defMSE,-10.697586353651648,1.1753311106553177,[-13.95123552  -6.64829055 -15.11425334 -12.73879955],[0.48964173 1.45535266 3.03400954 1.40606203],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:35:41,None,None
KalmanNetNN,1,250,0.0001,0.01,defMSE,-17.04165777215022,3.4169444622807443,[-20.08226723 -12.32667803 -23.35774182 -22.14889626],[3.38272219 3.64266579 3.29289028 2.84065162],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:36:03,None,None
KalmanNetNN,1,250,0.0001,0.001,defMSE,-15.939285537612536,3.697761713827779,[-24.94906003 -10.97521353 -19.8821344  -20.69162731],[3.60084714 3.83776809 3.02148839 3.56217433],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-6', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:36:24,None,None
KalmanNetNN,1,250,0.0001,1.0,posMSE,-6.272376542395389,0.6025167423669622,[ -6.27237654  -2.62986752 -17.5507175   -7.47135903],[0.60251674 2.05050964 3.11999483 0.86498518],"DataConfig(config_name='len250_r1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001)","data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:39:23,None,None
KalmanNetNN,1,250,0.0001,0.1,posMSE,-13.951235519304221,0.4896417294717299,[-13.95123552  -6.64829055 -15.11425334 -12.73879955],[0.48964173 1.45535266 3.03400954 1.40606203],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:39:45,None,None
KalmanNetNN,1,250,0.0001,0.01,posMSE,-20.082267233859675,3.3827221856164797,[-20.08226723 -12.32667803 -23.35774182 -22.14889626],[3.38272219 3.64266579 3.29289028 2.84065162],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:40:06,None,None
KalmanNetNN,1,250,0.0001,0.001,posMSE,-24.949060033690568,3.6008471370255215,[-24.94906003 -10.97521353 -19.8821344  -20.69162731],[3.60084714 3.83776809 3.02148839 3.56217433],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-6', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:40:28,None,None
KalmanNetNN,1,250,0.0001,1.0,posMSE,-5.965879398559762,0.6179001104519628,[ -5.9658794   -2.10523992 -18.11529762 -10.22405982],[0.61790011 1.46447869 3.19472757 0.7227456 ],"DataConfig(config_name='len250_r1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:51:09,None,None
KalmanNetNN,1,250,0.0001,1.0,velMSE,-2.105239918005624,1.4644786915050283,[ -5.9658794   -2.10523992 -18.11529762 -10.22405982],[0.61790011 1.46447869 3.19472757 0.7227456 ],"DataConfig(config_name='len250_r1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=1.0, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e+00_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:51:31,None,None
KalmanNetNN,1,250,0.0001,0.1,posMSE,-16.08242278602288,0.6280332356342964,[-16.08242279  -8.16265228 -16.02725291 -21.16995469],[0.62803324 1.11733734 3.31680856 3.10299662],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:51:52,None,None
KalmanNetNN,1,250,0.0001,0.1,velMSE,-8.162652284752173,1.1173373419729975,[-16.08242279  -8.16265228 -16.02725291 -21.16995469],[0.62803324 1.11733734 3.31680856 3.10299662],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:52:14,None,None
KalmanNetNN,1,250,0.0001,0.01,posMSE,-20.690474903231575,3.237338012560297,[-20.6904749   -8.87943485 -18.35337238 -21.28871109],[3.23733801 3.71938367 4.13677726 3.54514224],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-3', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.001)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-03_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:52:35,None,None
KalmanNetNN,1,250,0.0001,0.01,velMSE,-8.879434848736995,3.7193836660026056,[-20.6904749   -8.87943485 -18.35337238 -21.28871109],[3.23733801 3.71938367 4.13677726 3.54514224],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-3', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.001)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-03_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:52:57,None,None
KalmanNetNN,1,250,0.0001,0.001,posMSE,-28.389417014501866,4.5004439792058015,[-28.38941701 -13.17140895 -20.86181534 -24.33335623],[4.50044398 5.27500476 4.93344846 4.45751969],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-3', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.001)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-03_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:53:18,None,None
KalmanNetNN,1,250,0.0001,0.001,velMSE,-13.171408947934907,5.275004759118518,[-28.38941701 -13.17140895 -20.86181534 -24.33335623],[4.50044398 5.27500476 4.93344846 4.45751969],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-3', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.001)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-03_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T15:53:40,None,None
KalmanNetNN,1,250,0.0001,0.1,velMSE,-9.574060118106534,1.0539317084187214,[-15.09037524  -9.57406012 -22.21014894 -17.9062667 ],[0.53453893 1.05393171 3.77395361 0.91618414],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T17:28:26,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.1,velMSE,-0.40046518563056105,4.8599809254738044,[-10.64069174  -0.40046519  -7.78296107 -15.21456983],[4.51170802 4.85998093 5.37438271 4.53197329],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_lr5e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T18:00:35,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.1,velMSE,-3.359991655388428,3.9754447669854174,[-14.5268952   -3.35999166  -9.97760044 -11.79247265],[1.53561993 3.97544477 7.33260821 3.38943397],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-6', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T18:40:12,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.1,velMSE,-4.8263949192159,1.5635196273484793,[-14.95576721  -4.82639492 -10.95123798 -14.75360713],[0.66159334 1.56351963 2.79531103 1.51853101],"DataConfig(config_name='len250_r1e-1', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.1, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_velMSE_wd1e-4', n_epochs=100, loss='velMSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001)","data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossvelMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-01_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T19:19:32,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.01,defMSE,-19.362848842184242,1.576275429456473,[-24.50495024 -14.56803485 -25.88445179 -22.78423542],[1.08663301 1.79368363 2.25802555 1.62308163],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-03T23:22:26,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.01,defMSE,-20.53808867686371,1.5430372110634387,[-25.07937783 -15.71247797 -25.23407316 -26.19922177],[0.8314952  1.74348601 2.84855131 2.04284358],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_lr5e-4', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.0005, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr5e-04_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T00:03:10,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.01,defMSE,-18.624354542707046,1.125636846286234,[-24.43634807 -13.75892274 -21.93985738 -25.48917012],[0.59696472 0.90944068 4.66135664 2.11392915],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-6', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-06)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-06_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T00:43:56,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.01,defMSE,-20.46905987249524,0.9153225152069737,[-24.90308215 -15.58755113 -25.75983616 -26.20653203],[0.59951482 1.14879648 1.72858984 2.64165985],"DataConfig(config_name='len250_r1e-2', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.01, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default_wd1e-4', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=0.0001)","data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-04_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-02_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T01:24:45,"[4, 4, 1, 1]",None
KalmanNetNN,1,250,0.0001,0.001,defMSE,-24.145996054703094,1.315030289375155,[-32.82340473 -19.48568922 -27.91938164 -26.98087676],[0.73811599 1.60346792 1.52601086 1.84147264],"DataConfig(config_name='len250_r1e-3', generate=False, from_config=None, save_info=PathConfig(name='data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]', path='data/single_obs'), process_var=0.0001, measurement_var=0.001, sample_rate=0.1, max_taylor_coefficient=5, train_set=DataSetConfig(batch_size=200, trajectory_length=250), val_set=DataSetConfig(batch_size=40, trajectory_length=250), test_set=DataSetConfig(batch_size=40, trajectory_length=250))","TrainingConfig(config_name='default', n_epochs=100, loss='MSE', train_size=4000, val_size=1000, test_size=10000, learning_rate=0.001, weight_decay=1e-05)","data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]","KalmanNetNN_lossMSE_ep100_train4000_val1000_test10000_lr1e-03_wd1e-05_ri[4, 4, 1, 1]_data_sr1e-01_q1e-04_r1e-03_j5_train[200,250]_val[40,250]_test[40,250]",2023-01-04T02:05:33,"[4, 4, 1, 1]",None
